et_date,entry_dt,exit_dt,direction,or_high,or_low,or_size_pct,entry_price,exit_price,stop,target,hours_held,gross_pct,net_pct,exit_reason,year_month
2023-12-08,2023-12-08 11:00:00-05:00,2023-12-08 14:00:00-05:00,short,4593.5,4575.5,0.39075219798111366,4606.5,4610.25,4615.5,4579.5,0,-0.0813,-0.0929,eod,2023-12
2023-12-11,2023-12-11 11:00:00-05:00,2023-12-11 13:00:00-05:00,short,4609.5,4599.75,0.21134774833360429,4613.25,4618.125,4618.125,4598.625,3,-0.1056,-0.1172,stop,2023-12
2023-12-12,2023-12-12 11:00:00-05:00,2023-12-12 14:00:00-05:00,short,4626.5,4610.5,0.34547908232118757,4631.25,4639.25,4639.25,4607.25,4,-0.1724,-0.184,stop,2023-12
2023-12-14,2023-12-14 13:00:00-05:00,2023-12-14 13:00:00-05:00,long,4739.25,4724.25,0.3176788267062,4721.75,4714.25,4714.25,4744.25,1,-0.1588,-0.1704,stop,2023-12
2023-12-18,2023-12-18 12:00:00-05:00,2023-12-18 12:00:00-05:00,short,4786.75,4778.75,0.16692749087115286,4792.5,4796.5,4796.5,4780.5,1,-0.0834,-0.095,stop,2023-12
2023-12-19,2023-12-19 11:00:00-05:00,2023-12-19 14:00:00-05:00,short,4808.75,4796.5,0.2545322320918394,4812.75,4813.5,4818.875,4794.375,0,-0.0156,-0.0272,eod,2023-12
2023-12-20,2023-12-20 11:00:00-05:00,2023-12-20 12:00:00-05:00,short,4817.75,4807.5,0.21243523316062177,4825.0,4830.125,4830.125,4809.625,2,-0.1061,-0.1177,stop,2023-12
2023-12-21,2023-12-21 11:00:00-05:00,2023-12-21 11:00:00-05:00,long,4790.25,4780.0,0.21446879740545066,4779.25,4774.125,4774.125,4794.625,1,-0.1072,-0.1188,stop,2023-12
2023-12-26,2023-12-26 11:00:00-05:00,2023-12-26 12:00:00-05:00,short,4816.25,4808.0,0.17125064867669954,4817.5,4821.625,4821.625,4805.125,2,-0.0856,-0.0972,stop,2023-12
2023-12-29,2023-12-29 11:00:00-05:00,2023-12-29 11:00:00-05:00,long,4833.5,4827.0,0.13488275575845612,4819.0,4815.75,4815.75,4828.75,1,-0.0674,-0.079,stop,2023-12
2024-01-02,2024-01-02 12:00:00-05:00,2024-01-02 14:00:00-05:00,short,4789.75,4774.0,0.3286213551718742,4792.75,4769.75,4800.625,4769.125,0,0.4822,0.4706,eod,2024-01
2024-01-03,2024-01-03 11:00:00-05:00,2024-01-03 14:00:00-05:00,long,4768.0,4756.0,0.2524588439488771,4753.25,4771.25,4747.25,4771.25,4,0.3787,0.3671,target,2024-01
2024-01-04,2024-01-04 11:00:00-05:00,2024-01-04 11:00:00-05:00,short,4749.5,4737.0,0.26286735713159143,4755.25,4761.5,4761.5,4736.5,1,-0.1313,-0.1429,stop,2024-01
2024-01-05,2024-01-05 11:00:00-05:00,2024-01-05 13:00:00-05:00,short,4741.5,4719.25,0.46770718377213727,4757.25,4723.875,4768.375,4723.875,3,0.7065,0.6949,target,2024-01
2024-01-08,2024-01-08 11:00:00-05:00,2024-01-08 12:00:00-05:00,short,4752.75,4732.75,0.42027843446283164,4758.75,4768.75,4768.75,4728.75,2,-0.2097,-0.2213,stop,2024-01
2024-01-09,2024-01-09 12:00:00-05:00,2024-01-09 13:00:00-05:00,short,4776.25,4767.5,0.18241517694272164,4796.75,4801.125,4801.125,4783.625,2,-0.0911,-0.1027,stop,2024-01
2024-01-10,2024-01-10 13:00:00-05:00,2024-01-10 14:00:00-05:00,short,4807.25,4787.75,0.4055951328584057,4807.75,4817.5,4817.5,4778.5,2,-0.2024,-0.214,stop,2024-01
2024-01-11,2024-01-11 11:00:00-05:00,2024-01-11 11:00:00-05:00,long,4832.25,4806.5,0.537550232242576,4790.25,4777.375,4777.375,4828.875,1,-0.2688,-0.2804,stop,2024-01
2024-01-12,2024-01-12 11:00:00-05:00,2024-01-12 14:00:00-05:00,long,4836.5,4813.0,0.4887687188019967,4808.0,4812.75,4796.25,4843.25,0,0.0988,0.0872,eod,2024-01
2024-01-16,2024-01-16 11:00:00-05:00,2024-01-16 14:00:00-05:00,short,4805.5,4783.5,0.4572616263964666,4811.25,4792.0,4822.25,4778.25,0,0.4017,0.3901,eod,2024-01
2024-01-17,2024-01-17 14:00:00-05:00,2024-01-17 14:00:00-05:00,long,4771.75,4758.0,0.2892149129726035,4754.25,4762.5,4747.375,4774.875,0,0.1735,0.1619,eod,2024-01
2024-01-18,2024-01-18 13:00:00-05:00,2024-01-18 13:00:00-05:00,long,4792.5,4779.75,0.2668759811616954,4777.5,4771.125,4771.125,4796.625,1,-0.1334,-0.145,stop,2024-01
2024-01-19,2024-01-19 12:00:00-05:00,2024-01-19 12:00:00-05:00,short,4832.25,4815.0,0.35677352637021714,4835.0,4843.625,4843.625,4809.125,1,-0.1781,-0.1897,stop,2024-01
2024-01-22,2024-01-22 11:00:00-05:00,2024-01-22 13:00:00-05:00,long,4898.0,4883.0,0.30728259756222476,4881.5,4874.0,4874.0,4904.0,3,-0.1536,-0.1652,stop,2024-01
2024-01-23,2024-01-23 11:00:00-05:00,2024-01-23 14:00:00-05:00,long,4889.25,4880.5,0.17938598739172773,4877.75,4888.75,4873.375,4890.875,0,0.2255,0.2139,eod,2024-01
2024-01-24,2024-01-24 11:00:00-05:00,2024-01-24 11:00:00-05:00,short,4923.75,4914.75,0.18275039342098584,4924.75,4929.25,4929.25,4911.25,1,-0.0913,-0.1029,stop,2024-01
2024-01-25,2024-01-25 13:00:00-05:00,2024-01-25 13:00:00-05:00,long,4920.5,4910.75,0.19863502088214324,4908.5,4903.625,4903.625,4923.125,1,-0.0993,-0.1109,stop,2024-01
2024-01-26,2024-01-26 11:00:00-05:00,2024-01-26 12:00:00-05:00,short,4926.75,4913.5,0.26858561800030406,4933.25,4913.375,4939.875,4913.375,2,0.4045,0.3929,target,2024-01
2024-01-29,2024-01-29 11:00:00-05:00,2024-01-29 12:00:00-05:00,long,4923.0,4914.75,0.16787912702853947,4914.25,4926.625,4910.125,4926.625,2,0.2518,0.2402,target,2024-01
2024-01-30,2024-01-30 12:00:00-05:00,2024-01-30 14:00:00-05:00,short,4953.75,4942.0,0.23717010647423928,4954.25,4954.5,4960.125,4936.625,0,-0.005,-0.0166,eod,2024-01
2024-01-31,2024-01-31 11:00:00-05:00,2024-01-31 14:00:00-05:00,long,4930.5,4914.5,0.32606480538006927,4907.0,4899.0,4899.0,4931.0,4,-0.163,-0.1746,stop,2024-01
2024-02-01,2024-02-01 11:00:00-05:00,2024-02-01 12:00:00-05:00,long,4894.75,4880.5,0.29215786776012304,4877.5,4898.875,4870.375,4898.875,2,0.4382,0.4266,target,2024-02
2024-02-02,2024-02-02 11:00:00-05:00,2024-02-02 11:00:00-05:00,short,4945.75,4925.75,0.4033477866290209,4958.5,4968.5,4968.5,4928.5,1,-0.2013,-0.2129,stop,2024-02
2024-02-05,2024-02-05 11:00:00-05:00,2024-02-05 12:00:00-05:00,long,4973.0,4963.75,0.18710493046776233,4943.75,4957.625,4939.125,4957.625,2,0.2807,0.2691,target,2024-02
2024-02-06,2024-02-06 11:00:00-05:00,2024-02-06 12:00:00-05:00,long,4978.25,4964.5,0.27705017126737863,4963.0,4956.125,4956.125,4983.625,2,-0.1385,-0.1501,stop,2024-02
2024-02-07,2024-02-07 11:00:00-05:00,2024-02-07 11:00:00-05:00,short,4999.25,4988.0,0.22467422237755252,5007.25,5012.875,5012.875,4990.375,1,-0.1122,-0.1238,stop,2024-02
2024-02-08,2024-02-08 13:00:00-05:00,2024-02-08 14:00:00-05:00,long,5016.0,5008.75,0.14476114411221486,5008.25,5014.75,5004.625,5019.125,0,0.1298,0.1182,eod,2024-02
2024-02-09,2024-02-09 13:00:00-05:00,2024-02-09 14:00:00-05:00,short,5030.75,5016.25,0.2879126334077935,5036.25,5043.5,5043.5,5014.5,2,-0.1437,-0.1553,stop,2024-02
2024-02-12,2024-02-12 11:00:00-05:00,2024-02-12 11:00:00-05:00,short,5045.75,5039.5,0.12370725914196644,5052.25,5055.375,5055.375,5042.875,1,-0.0618,-0.0734,stop,2024-02
2024-02-13,2024-02-13 14:00:00-05:00,2024-02-13 14:00:00-05:00,long,4981.75,4966.0,0.3172045717738281,4965.25,4957.375,4957.375,4988.875,1,-0.1586,-0.1702,stop,2024-02
2024-02-14,2024-02-14 12:00:00-05:00,2024-02-14 12:00:00-05:00,long,5002.25,4986.75,0.31108881083793277,4982.5,4974.75,4974.75,5005.75,1,-0.1555,-0.1671,stop,2024-02
2024-02-15,2024-02-15 14:00:00-05:00,2024-02-15 14:00:00-05:00,short,5030.0,5016.25,0.27280392837656864,5040.25,5047.125,5047.125,5019.625,1,-0.1362,-0.1478,stop,2024-02
2024-02-16,2024-02-16 12:00:00-05:00,2024-02-16 14:00:00-05:00,short,5045.25,5018.5,0.5299128367670365,5048.0,5031.25,5061.375,5007.875,0,0.3329,0.3213,eod,2024-02
2024-02-20,2024-02-20 12:00:00-05:00,2024-02-20 12:00:00-05:00,long,5009.25,4986.0,0.46668004817342434,4982.0,4970.375,4970.375,5016.875,1,-0.2333,-0.2449,stop,2024-02
2024-02-21,2024-02-21 12:00:00-05:00,2024-02-21 12:00:00-05:00,short,4980.75,4973.0,0.15550539252570855,4983.75,4972.125,4987.625,4972.125,1,0.2338,0.2222,target,2024-02
2024-02-22,2024-02-22 13:00:00-05:00,2024-02-22 14:00:00-05:00,short,5076.75,5052.25,0.48161981521525454,5087.0,5099.25,5099.25,5050.25,2,-0.2402,-0.2518,stop,2024-02
2024-02-23,2024-02-23 12:00:00-05:00,2024-02-23 14:00:00-05:00,long,5123.5,5106.75,0.32801331636150005,5106.5,5098.125,5098.125,5131.625,3,-0.164,-0.1756,stop,2024-02
2024-02-26,2024-02-26 11:00:00-05:00,2024-02-26 13:00:00-05:00,long,5108.0,5097.75,0.20115788440781082,5095.5,5090.375,5090.375,5110.875,3,-0.1006,-0.1122,stop,2024-02
2024-02-27,2024-02-27 13:00:00-05:00,2024-02-27 14:00:00-05:00,long,5089.0,5074.75,0.28106508875739644,5070.0,5086.25,5062.875,5091.375,0,0.3205,0.3089,eod,2024-02
2024-02-28,2024-02-28 11:00:00-05:00,2024-02-28 14:00:00-05:00,short,5077.25,5068.5,0.17210857592446893,5084.0,5077.5,5088.375,5070.875,0,0.128,0.1164,eod,2024-02
2024-02-29,2024-02-29 11:00:00-05:00,2024-02-29 11:00:00-05:00,long,5105.5,5095.25,0.20131591868800944,5091.5,5086.375,5086.375,5106.875,1,-0.1007,-0.1123,stop,2024-02
2024-03-01,2024-03-01 11:00:00-05:00,2024-03-01 11:00:00-05:00,short,5111.75,5100.5,0.21960860865745938,5122.75,5128.375,5128.375,5105.875,1,-0.1097,-0.1213,stop,2024-03
2024-03-04,2024-03-04 11:00:00-05:00,2024-03-04 12:00:00-05:00,short,5141.5,5132.0,0.18475301439128744,5142.0,5146.75,5146.75,5127.75,2,-0.0923,-0.1039,stop,2024-03
2024-03-05,2024-03-05 11:00:00-05:00,2024-03-05 11:00:00-05:00,long,5117.5,5107.25,0.20116775428094796,5095.25,5090.125,5090.125,5110.625,1,-0.1006,-0.1122,stop,2024-03
2024-03-06,2024-03-06 12:00:00-05:00,2024-03-06 12:00:00-05:00,short,5122.25,5110.0,0.23897776043698787,5126.0,5132.125,5132.125,5107.625,1,-0.1193,-0.1309,stop,2024-03
2024-03-07,2024-03-07 11:00:00-05:00,2024-03-07 13:00:00-05:00,short,5148.0,5131.25,0.32492725509214354,5155.0,5163.375,5163.375,5129.875,3,-0.1622,-0.1738,stop,2024-03
2024-03-08,2024-03-08 12:00:00-05:00,2024-03-08 12:00:00-05:00,long,5188.75,5160.75,0.5436365401417338,5150.5,5136.5,5136.5,5192.5,1,-0.2718,-0.2834,stop,2024-03
2024-03-11,2024-03-11 13:00:00-04:00,2024-03-11 14:00:00-04:00,short,5119.0,5103.75,0.2978515625,5120.0,5127.625,5127.625,5097.125,2,-0.1487,-0.1603,stop,2024-03
2024-03-12,2024-03-12 11:00:00-04:00,2024-03-12 14:00:00-04:00,short,5147.5,5117.75,0.575546527374734,5169.0,5177.0,5183.875,5124.375,0,-0.1545,-0.1661,eod,2024-03
2024-03-14,2024-03-14 13:00:00-04:00,2024-03-14 14:00:00-04:00,long,5181.75,5145.25,0.7094266277939748,5145.0,5145.0,5126.75,5199.75,0,0.0,-0.0116,eod,2024-03
2024-03-18,2024-03-18 11:00:00-04:00,2024-03-18 14:00:00-04:00,short,5233.75,5220.75,0.2482455721583043,5236.75,5217.25,5243.25,5217.25,4,0.3738,0.3622,target,2024-03
2024-03-19,2024-03-19 12:00:00-04:00,2024-03-19 12:00:00-04:00,short,5206.5,5195.25,0.21570319240724764,5215.5,5221.125,5221.125,5198.625,1,-0.1077,-0.1193,stop,2024-03
2024-03-20,2024-03-20 13:00:00-04:00,2024-03-20 14:00:00-04:00,short,5243.5,5235.25,0.15732265446224256,5244.0,5248.125,5248.125,5231.625,2,-0.0786,-0.0902,stop,2024-03
2024-03-22,2024-03-22 11:00:00-04:00,2024-03-22 14:00:00-04:00,long,5304.75,5294.0,0.20320400737205238,5290.25,5301.75,5284.875,5306.375,0,0.2174,0.2058,eod,2024-03
2024-03-25,2024-03-25 11:00:00-04:00,2024-03-25 14:00:00-04:00,short,5282.5,5274.25,0.15610217596972564,5285.0,5287.25,5289.125,5272.625,0,-0.0426,-0.0542,eod,2024-03
2024-03-26,2024-03-26 14:00:00-04:00,2024-03-26 14:00:00-04:00,long,5292.5,5285.5,0.1324565968115805,5284.75,5281.25,5281.25,5295.25,1,-0.0662,-0.0778,stop,2024-03
2024-03-27,2024-03-27 11:00:00-04:00,2024-03-27 14:00:00-04:00,long,5294.5,5283.0,0.2180508153204399,5274.0,5280.0,5268.25,5291.25,0,0.1138,0.1022,eod,2024-03
2024-03-28,2024-03-28 12:00:00-04:00,2024-03-28 14:00:00-04:00,short,5314.5,5305.0,0.17874782445082082,5314.75,5316.5,5319.5,5300.5,0,-0.0329,-0.0445,eod,2024-03
2024-04-01,2024-04-01 11:00:00-04:00,2024-04-01 11:00:00-04:00,long,5317.25,5307.75,0.17938066465256797,5296.0,5291.25,5291.25,5310.25,1,-0.0897,-0.1013,stop,2024-04
2024-04-03,2024-04-03 11:00:00-04:00,2024-04-03 14:00:00-04:00,short,5257.0,5244.5,0.23684335180711477,5277.75,5270.5,5284.0,5259.0,0,0.1376,0.126,eod,2024-04
2024-04-04,2024-04-04 14:00:00-04:00,2024-04-04 14:00:00-04:00,long,5307.0,5295.25,0.2222222222222222,5287.5,5281.625,5281.625,5305.125,1,-0.1111,-0.1227,stop,2024-04
2024-04-05,2024-04-05 11:00:00-04:00,2024-04-05 11:00:00-04:00,short,5231.25,5205.25,0.4954268292682927,5248.0,5261.0,5261.0,5209.0,1,-0.2471,-0.2587,stop,2024-04
2024-04-08,2024-04-08 11:00:00-04:00,2024-04-08 14:00:00-04:00,short,5266.75,5246.5,0.3844693373837099,5267.0,5259.5,5277.125,5236.625,0,0.1426,0.131,eod,2024-04
2024-04-09,2024-04-09 11:00:00-04:00,2024-04-09 14:00:00-04:00,long,5274.25,5254.0,0.38789387989656166,5220.5,5231.5,5210.375,5250.875,0,0.2107,0.1991,eod,2024-04
2024-04-11,2024-04-11 11:00:00-04:00,2024-04-11 13:00:00-04:00,long,5222.5,5202.25,0.3898916967509025,5193.75,5224.125,5183.625,5224.125,3,0.5848,0.5732,target,2024-04
2024-04-12,2024-04-12 11:00:00-04:00,2024-04-12 12:00:00-04:00,long,5218.75,5194.25,0.47272201051565294,5182.75,5170.5,5170.5,5219.5,2,-0.2364,-0.248,stop,2024-04
2024-04-15,2024-04-15 11:00:00-04:00,2024-04-15 12:00:00-04:00,long,5213.25,5201.75,0.222415627115366,5170.5,5164.75,5164.75,5187.75,2,-0.1112,-0.1228,stop,2024-04
2024-04-17,2024-04-17 11:00:00-04:00,2024-04-17 11:00:00-04:00,long,5120.5,5106.75,0.2703898530062436,5085.25,5078.375,5078.375,5105.875,1,-0.1352,-0.1468,stop,2024-04
2024-04-18,2024-04-18 11:00:00-04:00,2024-04-18 13:00:00-04:00,short,5077.25,5050.75,0.5208589258513096,5087.75,5048.0,5101.0,5048.0,3,0.7874,0.7758,target,2024-04
2024-04-19,2024-04-19 11:00:00-04:00,2024-04-19 11:00:00-04:00,long,5058.0,5038.25,0.39202064311234613,5038.0,5028.125,5028.125,5067.625,1,-0.196,-0.2076,stop,2024-04
2024-04-22,2024-04-22 11:00:00-04:00,2024-04-22 11:00:00-04:00,long,5034.75,5019.25,0.3091498379456495,5013.75,5006.0,5006.0,5037.0,1,-0.1546,-0.1662,stop,2024-04
2024-04-23,2024-04-23 11:00:00-04:00,2024-04-23 14:00:00-04:00,short,5088.75,5063.75,0.48978792182984765,5104.25,5109.25,5116.75,5066.75,0,-0.0979,-0.1095,eod,2024-04
2024-04-24,2024-04-24 11:00:00-04:00,2024-04-24 11:00:00-04:00,long,5124.75,5108.5,0.3184401332549481,5103.0,5094.875,5094.875,5127.375,1,-0.1592,-0.1708,stop,2024-04
2024-04-25,2024-04-25 12:00:00-04:00,2024-04-25 12:00:00-04:00,short,5047.5,5026.0,0.4257214989356962,5050.25,5061.0,5061.0,5018.0,1,-0.2124,-0.224,stop,2024-04
2024-04-26,2024-04-26 11:00:00-04:00,2024-04-26 14:00:00-04:00,short,5130.25,5104.5,0.5013873338850217,5135.75,5141.5,5148.625,5097.125,0,-0.1118,-0.1234,eod,2024-04
2024-04-30,2024-04-30 12:00:00-04:00,2024-04-30 12:00:00-04:00,long,5141.25,5124.0,0.33750733711602426,5111.0,5102.375,5102.375,5136.875,1,-0.1688,-0.1804,stop,2024-04
2024-05-01,2024-05-01 12:00:00-04:00,2024-05-01 14:00:00-04:00,long,5062.25,5048.0,0.2823739225205588,5046.5,5067.875,5039.375,5067.875,3,0.4236,0.412,target,2024-05
2024-05-03,2024-05-03 11:00:00-04:00,2024-05-03 14:00:00-04:00,long,5161.5,5137.25,0.4724332748879797,5133.0,5157.0,5120.875,5169.375,0,0.4676,0.456,eod,2024-05
2024-05-06,2024-05-06 12:00:00-04:00,2024-05-06 13:00:00-04:00,short,5184.75,5173.25,0.2217936354869817,5185.0,5190.75,5190.75,5167.75,2,-0.1108,-0.1224,stop,2024-05
2024-05-07,2024-05-07 11:00:00-04:00,2024-05-07 13:00:00-04:00,short,5220.25,5212.25,0.15318334131163236,5222.5,5226.5,5226.5,5210.5,3,-0.0765,-0.0881,stop,2024-05
2024-05-08,2024-05-08 11:00:00-04:00,2024-05-08 14:00:00-04:00,short,5205.25,5191.0,0.27330264672036825,5214.0,5210.0,5221.125,5192.625,0,0.0768,0.0652,eod,2024-05
2024-05-09,2024-05-09 11:00:00-04:00,2024-05-09 14:00:00-04:00,short,5216.25,5204.25,0.22948938611589212,5229.0,5235.0,5235.0,5211.0,4,-0.1146,-0.1262,stop,2024-05
2024-05-10,2024-05-10 11:00:00-04:00,2024-05-10 11:00:00-04:00,long,5264.0,5249.5,0.2766119801602442,5242.0,5234.75,5234.75,5263.75,1,-0.1383,-0.1499,stop,2024-05
2024-05-13,2024-05-13 12:00:00-04:00,2024-05-13 13:00:00-04:00,long,5264.0,5247.25,0.31924524705770235,5246.75,5238.375,5238.375,5271.875,2,-0.1596,-0.1712,stop,2024-05
2024-05-14,2024-05-14 11:00:00-04:00,2024-05-14 14:00:00-04:00,short,5252.75,5240.25,0.23794793699138628,5253.25,5259.5,5259.5,5234.5,4,-0.1188,-0.1304,stop,2024-05
2024-05-15,2024-05-15 11:00:00-04:00,2024-05-15 11:00:00-04:00,short,5303.25,5286.75,0.3109247656286805,5306.75,5315.0,5315.0,5282.0,1,-0.1552,-0.1668,stop,2024-05
2024-05-16,2024-05-16 11:00:00-04:00,2024-05-16 12:00:00-04:00,short,5336.75,5330.0,0.12622720897615708,5347.5,5337.375,5350.875,5337.375,2,0.1897,0.1781,target,2024-05
2024-05-20,2024-05-20 11:00:00-04:00,2024-05-20 14:00:00-04:00,short,5345.0,5326.75,0.34144059869036486,5345.0,5331.0,5354.125,5317.625,0,0.2626,0.251,eod,2024-05
2024-05-21,2024-05-21 11:00:00-04:00,2024-05-21 11:00:00-04:00,short,5329.75,5322.5,0.13588866501101166,5335.25,5338.875,5338.875,5324.375,1,-0.0679,-0.0795,stop,2024-05
2024-05-22,2024-05-22 14:00:00-04:00,2024-05-22 14:00:00-04:00,long,5343.0,5335.0,0.15006565372350403,5331.0,5327.0,5327.0,5343.0,1,-0.075,-0.0866,stop,2024-05
2024-05-23,2024-05-23 11:00:00-04:00,2024-05-23 13:00:00-04:00,long,5365.25,5322.25,0.8086126651309293,5317.75,5296.25,5296.25,5382.25,3,-0.4043,-0.4159,stop,2024-05
2024-05-24,2024-05-24 11:00:00-04:00,2024-05-24 11:00:00-04:00,short,5307.0,5294.75,0.23040391216438616,5316.75,5322.875,5322.875,5298.375,1,-0.1151,-0.1267,stop,2024-05
2024-05-28,2024-05-28 14:00:00-04:00,2024-05-28 14:00:00-04:00,long,5331.25,5317.25,0.26345502446368085,5314.0,5307.0,5307.0,5335.0,1,-0.1317,-0.1433,stop,2024-05
2024-05-29,2024-05-29 11:00:00-04:00,2024-05-29 14:00:00-04:00,short,5289.25,5278.75,0.19828155981493722,5295.5,5287.0,5300.75,5279.75,0,0.1608,0.1492,eod,2024-05
2024-05-30,2024-05-30 11:00:00-04:00,2024-05-30 13:00:00-04:00,long,5274.25,5263.25,0.20919507440688442,5258.25,5274.75,5252.75,5274.75,3,0.3138,0.3022,target,2024-05
2024-05-31,2024-05-31 11:00:00-04:00,2024-05-31 11:00:00-04:00,long,5270.25,5251.25,0.3632539910142434,5230.5,5221.0,5221.0,5259.0,1,-0.1816,-0.1932,stop,2024-05
2024-06-03,2024-06-03 11:00:00-04:00,2024-06-03 12:00:00-04:00,long,5313.25,5295.0,0.3455457729811606,5281.5,5272.375,5272.375,5308.875,2,-0.1728,-0.1844,stop,2024-06
2024-06-04,2024-06-04 12:00:00-04:00,2024-06-04 12:00:00-04:00,long,5288.5,5277.75,0.2038880986249407,5272.5,5288.625,5267.125,5288.625,1,0.3058,0.2942,target,2024-06
2024-06-05,2024-06-05 11:00:00-04:00,2024-06-05 11:00:00-04:00,short,5328.5,5314.75,0.2580100389360604,5329.25,5336.125,5336.125,5308.625,1,-0.1288,-0.1404,stop,2024-06
2024-06-06,2024-06-06 12:00:00-04:00,2024-06-06 12:00:00-04:00,long,5373.25,5362.25,0.20521430903409354,5360.25,5354.75,5354.75,5376.75,1,-0.1026,-0.1142,stop,2024-06
2024-06-07,2024-06-07 11:00:00-04:00,2024-06-07 13:00:00-04:00,short,5359.5,5337.5,0.40970250011639275,5369.75,5380.75,5380.75,5336.75,3,-0.2044,-0.216,stop,2024-06
2024-06-10,2024-06-10 11:00:00-04:00,2024-06-10 11:00:00-04:00,short,5348.25,5341.0,0.13544439773947972,5352.75,5356.375,5356.375,5341.875,1,-0.0677,-0.0793,stop,2024-06
2024-06-11,2024-06-11 11:00:00-04:00,2024-06-11 14:00:00-04:00,short,5358.75,5334.5,0.45231988808580087,5361.25,5373.375,5373.375,5324.875,4,-0.2256,-0.2372,stop,2024-06
2024-06-12,2024-06-12 11:00:00-04:00,2024-06-12 14:00:00-04:00,short,5443.5,5426.0,0.321410533082327,5444.75,5438.5,5453.5,5418.5,0,0.1149,0.1033,eod,2024-06
2024-06-13,2024-06-13 11:00:00-04:00,2024-06-13 12:00:00-04:00,long,5445.5,5430.0,0.28608342561830935,5418.0,5410.25,5410.25,5441.25,2,-0.143,-0.1546,stop,2024-06
2024-06-14,2024-06-14 13:00:00-04:00,2024-06-14 14:00:00-04:00,short,5426.25,5412.5,0.2533044719753143,5428.25,5430.75,5435.125,5407.625,0,-0.046,-0.0576,eod,2024-06
2024-06-17,2024-06-17 11:00:00-04:00,2024-06-17 11:00:00-04:00,short,5433.75,5424.75,0.16549441456350847,5438.25,5442.75,5442.75,5424.75,1,-0.0827,-0.0943,stop,2024-06
2024-06-20,2024-06-20 12:00:00-04:00,2024-06-20 12:00:00-04:00,long,5508.25,5495.0,0.24132592660049174,5490.5,5483.875,5483.875,5510.375,1,-0.1207,-0.1323,stop,2024-06
2024-06-24,2024-06-24 11:00:00-04:00,2024-06-24 14:00:00-04:00,short,5547.0,5525.75,0.38298639271875284,5548.5,5530.75,5559.125,5516.625,0,0.3209,0.3093,eod,2024-06
2024-06-25,2024-06-25 13:00:00-04:00,2024-06-25 14:00:00-04:00,long,5530.75,5517.5,0.24018852533309165,5516.5,5531.5,5509.875,5536.375,0,0.2719,0.2603,eod,2024-06
2024-06-26,2024-06-26 12:00:00-04:00,2024-06-26 14:00:00-04:00,short,5530.25,5518.0,0.2211291123245634,5539.75,5532.0,5545.875,5521.375,0,0.1401,0.1285,eod,2024-06
2024-06-28,2024-06-28 11:00:00-04:00,2024-06-28 12:00:00-04:00,short,5563.75,5547.75,0.28735632183908044,5568.0,5544.0,5576.0,5544.0,2,0.4329,0.4213,target,2024-06
2024-07-01,2024-07-01 11:00:00-04:00,2024-07-01 14:00:00-04:00,long,5539.25,5521.0,0.3310207228041537,5513.25,5528.0,5504.125,5540.625,0,0.2675,0.2559,eod,2024-07
2024-07-02,2024-07-02 11:00:00-04:00,2024-07-02 13:00:00-04:00,short,5535.75,5511.0,0.4470333243023571,5536.5,5548.875,5548.875,5499.375,3,-0.223,-0.2346,stop,2024-07
2024-07-03,2024-07-03 11:30:00-04:00,2024-07-03 12:30:00-04:00,short,5574.0,5560.75,0.23762553802008607,5576.0,5582.625,5582.625,5556.125,2,-0.1187,-0.1303,stop,2024-07
2024-07-05,2024-07-05 12:00:00-04:00,2024-07-05 13:00:00-04:00,short,5600.25,5588.25,0.2138751503809651,5610.75,5616.75,5616.75,5592.75,2,-0.1068,-0.1184,stop,2024-07
2024-07-08,2024-07-08 12:00:00-04:00,2024-07-08 12:00:00-04:00,long,5637.5,5625.75,0.20887032263798774,5625.5,5619.625,5619.625,5643.125,1,-0.1044,-0.116,stop,2024-07
2024-07-10,2024-07-10 12:00:00-04:00,2024-07-10 12:00:00-04:00,short,5646.5,5640.5,0.1061665044678404,5651.5,5654.5,5654.5,5642.5,1,-0.0531,-0.0647,stop,2024-07
2024-07-11,2024-07-11 11:00:00-04:00,2024-07-11 11:00:00-04:00,long,5692.25,5680.5,0.20770726533498324,5657.0,5651.125,5651.125,5674.625,1,-0.1039,-0.1155,stop,2024-07
2024-07-12,2024-07-12 11:00:00-04:00,2024-07-12 13:00:00-04:00,short,5660.75,5640.5,0.3563572371315442,5682.5,5692.625,5692.625,5652.125,3,-0.1779,-0.1895,stop,2024-07
2024-07-15,2024-07-15 11:00:00-04:00,2024-07-15 11:00:00-04:00,short,5698.0,5683.25,0.2584658518421168,5706.75,5714.125,5714.125,5684.625,1,-0.1291,-0.1407,stop,2024-07
2024-07-17,2024-07-17 11:00:00-04:00,2024-07-17 12:00:00-04:00,long,5672.75,5652.75,0.35398230088495575,5650.0,5640.0,5640.0,5680.0,2,-0.177,-0.1886,stop,2024-07
2024-07-18,2024-07-18 11:00:00-04:00,2024-07-18 11:00:00-04:00,long,5658.25,5643.25,0.2661698163428267,5635.5,5628.0,5628.0,5658.0,1,-0.1331,-0.1447,stop,2024-07
2024-07-19,2024-07-19 11:00:00-04:00,2024-07-19 11:00:00-04:00,long,5604.75,5581.5,0.4170216582216045,5575.25,5563.625,5563.625,5610.125,1,-0.2085,-0.2201,stop,2024-07
2024-07-22,2024-07-22 12:00:00-04:00,2024-07-22 14:00:00-04:00,long,5607.75,5585.75,0.3942475695533354,5580.25,5613.25,5569.25,5613.25,3,0.5914,0.5798,target,2024-07
